ID_MEDICAMENTO,DESCRIPCION,Laboratorio,Condicion_Venta,PRECIO_UNITARIO,FechaCompra,FechaCaducidad,Porcentaje_Efectividad,INVENTARIO
1238,PARACETAMOL COMPRIMIDOS 500 mg,LABORATORIOS ANDRÓMACO S.A.,Directa, $83.738,18-07-2021,18-08-2026,97%,44
1239,POLIVIDONA YODADA POMADA AL 11%,LABORATORIOS ANDRÓMACO S.A.,Directa, $74.828,02-08-2021,15-11-2024,86%,86
1240,POLIVIDONA YODADA SOLUCIÓN AL 11%,LABORATORIOS ANDRÓMACO S.A.,Directa, $47.457,17-03-2022,13-05-2026,85%,15
1241,CADINOL EMULSIÓN PARA GOTAS ORALES 100 mg/mL,LABORATORIOS ANDRÓMACO S.A.,Directa, $86.483,18-01-2021,16-04-2027,83%,77
1242,CADINOL COMPRIMIDOS MASTICABLES 100 mg,LABORATORIOS ANDRÓMACO S.A.,Directa, $73.326,17-01-2022,10-04-2027,85%,64
1243,"CLARIMIR SOLUCIÓN OFTÁLMICA 0,12 mg/mL",LABORATORIOS ANDRÓMACO S.A.,Directa, $69.622,24-08-2020,06-12-2025,98%,13
1244,"VITAMINAS A, D2, ALANTOINA, PAMIDATO 0 Y BENZOFENONA 3 EMULSIÓN DÉRMICA",LABORATORIOS ANDRÓMACO S.A.,Directa, $85.286,28-04-2022,18-08-2026,94%,79
1245,"VITAMINAS A, D2, Y ALANTOÍNA EMULSIÓN DÉRMICA",LABORATORIOS ANDRÓMACO S.A.,Directa, $70.648,05-10-2020,15-11-2024,98%,22
1246,LÁGRIMAS ARTIFICIALES SOLUCIÓN OFTÁLMICA,LABORATORIOS ANDRÓMACO S.A.,Directa, $43.629,02-06-2020,13-05-2026,99%,64
1247,EUPROCT SUPOSITORIOS,LABORATORIOS ANDRÓMACO S.A.,Directa, $20.885,23-05-2020,16-04-2027,99%,75
1248,FLUIBRON JARABE 30 mg/5 mL,LABORATORIOS ANDRÓMACO S.A.,Directa, $19.798,27-12-2019,10-04-2027,80%,64
1249,FLUIBRON JARABE 15 mg/5 mL,LABORATORIOS ANDRÓMACO S.A.,Directa, $40.823,02-01-2022,06-12-2025,100%,100
1250,"LARYLIN COMPRIMIDOS DE SOLUCIÓN BUCAL 0,25 mg",LABORATORIOS ANDRÓMACO S.A.,Directa, $89.583,02-02-2022,18-08-2026,91%,32
1251,NOVAPIEL EMULSIÓN TÓPICA,LABORATORIOS ANDRÓMACO S.A.,Directa, $36.033,07-01-2021,15-11-2024,96%,15
1252,NOVAPIEL CREMA DÉRMICA,LABORATORIOS ANDRÓMACO S.A.,Directa, $40.373,23-09-2020,13-05-2026,84%,15
1253,DOSIN COMPRIMIDOS 10 mg,LABORATORIOS ANDRÓMACO S.A.,Directa, $21.485,20-08-2021,16-04-2027,93%,10
1254,REPROST INFANTILES SUPOSITORIOS 50 mg,LABORATORIOS ANDRÓMACO S.A.,Directa, $80.228,09-11-2020,10-04-2027,81%,33
1255,TRIOX INFANTIL COMPRIMIDOS 100 mg,LABORATORIOS ANDRÓMACO S.A.,Directa, $71.145,15-06-2021,06-12-2025,94%,67
1256,NOSCAPINA COMPRIMIDOS 20 mg,LABORATORIOS ANDRÓMACO S.A.,Directa, $31.945,18-12-2019,18-08-2026,91%,12
1257,HISPAGLOSS POMADA,HISPA LTDA.,Directa, $55.352,21-11-2020,15-11-2024,82%,69
1258,IMPIDOL SUPOSITORIOS VAGINALES 100 mg,LABORATORIOS SILESIA S.A.,Directa, $30.009,29-01-2021,13-05-2026,97%,88
1259,NOGASTRA COMPRIMIDOS,LABORATORIOS ANDRÓMACO S.A.,Directa, $81.229,11-09-2021,16-04-2027,91%,14
1260,NOGASTRA SUSPENSIÓN ORAL,LABORATORIOS ANDRÓMACO S.A.,Directa, $84.530,18-10-2021,10-04-2027,94%,87
1261,POVIN POMADA TÓPICA,LABORATORIOS ANDRÓMACO S.A.,Directa, $79.170,19-01-2022,06-12-2025,90%,30
1262,SALONPAS-E PARCHE MEDICADO,LABORATORIOS SILESIA S.A.,Directa, $62.582,10-02-2021,18-08-2026,87%,61
1263,SALONPAS PARCHE MEDICADO,LABORATORIOS SILESIA S.A.,Directa, $35.402,12-06-2021,15-11-2024,93%,83
1264,"DITIAXAN SUPOSITORIOS VAGINALES 0,2 g",MASTER CARE S.A.,Directa, $88.509,22-03-2021,13-05-2026,87%,92
1265,TREVI JABÓN 2%,MASTER CARE S.A.,Directa, $77.120,03-04-2022,16-04-2027,95%,49
1266,DITIAXAN JABÓN AL 10%,MASTER CARE S.A.,Directa, $81.701,09-06-2021,10-04-2027,85%,33
1267,FIBERSOFT JABÓN DE AVENA CON VITAMINA E,MASTER CARE S.A.,Directa, $39.382,14-04-2022,06-12-2025,99%,16
1268,ÁCIDO ACETIL SALICÍLICO COMPRIMIDOS 500 mg,MINTLAB  CO. S.A.,Directa, $50.461,14-12-2021,18-08-2026,97%,96
1269,BROMHEXINA CLORHIDRATO JARABE 4 mg/5 mL,MINTLAB  CO. S.A.,Directa, $74.777,02-07-2021,15-11-2024,92%,85
1270,SAL ANTIÁCIDA SABOR NARANJA POLVO EFERVESCENTE,LABORATORIOS FASA S.A.,Directa, $17.300,31-07-2021,13-05-2026,83%,66
1271,DIGESPLEN SABOR LIMÓN POLVO EFERVESCENTE,LABORATORIOS FASA S.A.,Directa, $46.847,09-12-2020,16-04-2027,89%,72
1272,DIGESPLEN POLVO EFERVESCENTE,LABORATORIOS FASA S.A.,Directa, $34.068,18-05-2020,10-04-2027,81%,1
1273,GENIOL COMPRIMIDOS 500 mg,Medical International Laboratories Corporation S.A. (MINTLAB  Co. S.A.),Directa, $21.919,15-12-2019,06-12-2025,99%,60
1274,HASSAPIRIN COMPRIMIDOS 500 mg.,Medical International Laboratories Corporation S.A. (MINTLAB  Co. S.A.),Directa, $40.872,08-01-2021,18-08-2026,83%,66
1275,PARACETAMOL SOLUCIÓN ORAL PARA GOTAS 10%,Medical International Laboratories Corporation S.A. (MINTLAB  Co. S.A.),Directa, $72.872,26-04-2022,15-11-2024,98%,15
1276,VASELINA LÍQUIDA ORAL,MINTLAB  CO. S.A.,Directa, $32.921,04-08-2020,13-05-2026,99%,22
1277,MENTHOLATUM KIDS CON AROMA CEREZA UNGÜENTO TÓPICO,DROGUERIA HOFMANN S.A.C.,Directa, $10.410,21-02-2022,16-04-2027,85%,75
1278,DIFEXON SOLUCIÓN ESPUMANTE 10%,LABORATORIO BAGÓ DE CHILE S.A.,Directa, $42.767,24-09-2020,10-04-2027,92%,22
1279,VITAMINA A CREMA,LABORATORIO BAGÓ DE CHILE S.A.,Directa, $86.767,17-10-2020,06-12-2025,87%,69
1280,PARACETAMOL SOLUCIÓN PARA GOTAS ORALES 10 g/100 mL,LABORATORIO BAGÓ DE CHILE S.A.,Directa, $16.794,01-01-2022,18-08-2026,92%,36
1281,PARACETAMOL COMPRIMIDOS 500 mg,LABORATORIO BAGÓ DE CHILE S.A.,Directa, $63.731,03-10-2020,15-11-2024,84%,52
1282,DIFEXON POMADA DÉRMICA AL 10%,LABORATORIO BAGÓ DE CHILE S.A.,Directa, $55.073,19-03-2021,13-05-2026,85%,3
1283,PARACETAMOL JARABE INFANTIL 120 mg/5 mL,LABORATORIO BAGÓ DE CHILE S.A.,Directa, $18.290,18-06-2021,16-04-2027,90%,58
1284,"PROPALGIN CREMA TÓPICA 0,5%",LABORATORIO BAGÓ DE CHILE S.A.,Directa, $60.222,04-04-2021,10-04-2027,92%,75
1285,SALONPAS GEL TÓPICO,LABORATORIOS SILESIA S.A.,Directa, $77.652,31-03-2022,06-12-2025,91%,65
1286,PEROXIBEN GEL 5%,ISDIN CHILE LTDA.,Directa, $27.233,12-04-2020,18-08-2026,87%,32
1287,PEPTINAL FORTE SABOR GUINDA COMPRIMIDOS MASTICABLES,LABORATORIO CHILE S.A.,Directa, $80.375,30-04-2022,15-11-2024,87%,64
1288,FRESHMEL MULTISABOR COMPRIMIDOS DE DISOLUCIÓN BUCAL 5 mg,LABORATORIO CHILE S.A.,Directa, $21.993,03-01-2020,13-05-2026,83%,27
1289,VAPORUB INHALADOR DE VICK SOLUCIÓN PARA INHALACIÓN,LABORATORIO CHILE S.A.,Directa, $66.933,22-02-2021,16-04-2027,96%,43
1290,VAPORUB UNGÜENTO TÓPICO DE VICK,LABORATORIO CHILE S.A.,Directa, $17.563,09-04-2021,10-04-2027,90%,64
1291,ESVIT-C MULTISABOR COMPRIMIDOS MASTICABLES 500 mg,LABORATORIO CHILE S.A.,Directa, $53.097,15-03-2021,06-12-2025,93%,0
1292,CEBION COMPRIMIDOS MASTICABLES SABOR TUTTI FRUTTI 500 mg,MERCK S.A.,Directa, $16.433,18-02-2021,18-08-2026,84%,25
1293,CEBION FRESA COMPRIMIDOS MASTICABLES 500 mg,MERCK S.A.,Directa, $40.792,19-06-2021,15-11-2024,85%,29
1294,CALORUB LOCIÓN TÓPICA,DROGUERIA HOFMANN S.A.C.,Directa, $52.379,23-07-2020,13-05-2026,95%,80
1295,FASAFLEX CREMA TÓPICA,LABORATORIOS FASA S.A.,Directa, $87.816,23-05-2022,16-04-2027,84%,34
1296,AGUA OXIGENADA 20 VOLÚMENES SOLUCIÓN TÓPICA,LABORATORIOS FASA S.A.,Directa, $22.103,21-08-2021,10-04-2027,97%,4
1297,AGUA OXIGENADA 10 VOLÚMENES SOLUCIÓN TÓPICA,LABORATORIOS FASA S.A.,Directa, $70.329,05-05-2020,06-12-2025,93%,68
1298,COLPURIL PLUS LAVABLE LOCIÓN CAPILAR,LABORATORIOS FASA S.A.,Directa, $65.432,01-06-2021,18-08-2026,83%,42
1299,"FLUOR GEL TÓPICO 1,23%",SOCIEDAD FARMODENTAL S.A.C. e I.,Directa, $16.993,21-07-2020,15-11-2024,90%,59
1300,ANTIHEMORROIDAL SUPOSITORIOS,LABORATORIOS FASA S.A.,Directa, $50.833,03-02-2022,13-05-2026,99%,76
1301,ANTIHEMORROIDAL CREMA TÓPICA,LABORATORIOS FASA S.A.,Directa, $23.922,20-01-2020,16-04-2027,84%,72
1302,PARACETAMOL COMPRIMIDOS 100 mg,BESTPHARMA S.A.,Directa, $63.877,07-04-2020,10-04-2027,96%,65
1303,BROMHEXINA CLORHIDRATO JARABE 4 mg/5 mL,BESTPHARMA S.A.,Directa, $54.412,12-12-2019,06-12-2025,97%,57
1304,"AGUA OXIGENADA 30 VOLÚMENES, SOLUCIÓN TÓPICA 9%",LABORATORIOS FASA S.A.,Directa, $69.738,15-08-2021,18-08-2026,85%,91
1305,CARIAMYL LOCIÓN DÉRMICA,LABORATORIOS PRATER S.A.,Directa, $72.064,19-10-2020,15-11-2024,84%,8
1306,CARIAMYL SOLUCIÓN DÉRMICA,LABORATORIOS PRATER S.A.,Directa, $13.011,18-05-2020,13-05-2026,82%,31
1307,PYRIPED CB CÁPSULAS BLANDAS 200 mg,Medical International Laboratories Corporation S.A. (MINTLAB  Co. S.A.),Directa, $22.063,15-08-2021,16-04-2027,88%,20
1308,ESVIT-C SABOR LIMÓN COMPRIMIDOS MASTICABLES 250 mg,LABORATORIO CHILE S.A.,Directa, $51.174,02-05-2022,10-04-2027,95%,45
1309,ESVIT-C SABOR NARANJA COMPRIMIDOS MASTICABLES 250 mg,LABORATORIO CHILE S.A.,Directa, $40.938,01-05-2022,06-12-2025,98%,70
1310,NEFERSIL GEL TÓPICO 5%,PHARMA INVESTI DE CHILE S.A.,Directa, $50.545,27-03-2020,18-08-2026,96%,25
1311,WINASORB UP CÁPSULAS BLANDAS,LABORATORIOS LAFI LTDA.,Directa, $44.221,17-07-2021,16-04-2027,94%,99
1312,IBUEVANOL CÁPSULAS BLANDAS 200 mg,GLAXOSMITHKLINE CHILE FARMACÉUTICA LTDA.,Directa, $80.315,23-10-2021,10-04-2027,83%,78
1313,BEROCCA PLUS COMPRIMIDOS EFERVECENTES,BAYER S.A.,Directa, $24.480,03-07-2020,06-12-2025,89%,11
1314,"BILACTON FORTE SABOR MENTA, COMPRIMIDOS MASTICABLES",LABORATORIOS FASA S.A.,Directa, $52.155,24-02-2021,18-08-2026,80%,52
1315,"BILACTON FORTE SABOR LIMÓN NARANJA, COMPRIMIDOS MASTICABLES",LABORATORIOS FASA S.A.,Directa, $45.753,10-05-2021,15-11-2024,91%,2
1316,"BILACTON SABOR MENTA, SUSPENSIÓN ORAL",LABORATORIOS FASA S.A.,Directa, $57.323,04-09-2020,13-05-2026,83%,76
1317,"BILACTON SABOR LIMÓN - NARANJA, SUSPENSIÓN ORAL",LABORATORIOS FASA S.A.,Directa, $27.516,02-05-2020,16-04-2027,96%,95
1318,ÁCIDO ACETILSALICÍLICO COMPRIMIDOS CON RECUBRIMIENTO ENTÉRICO 50 mg,MERCK S.A.,Directa, $73.638,04-09-2021,10-04-2027,88%,83
1319,HEADOL FLU NOCHE  POLVO PARA SOLUCIÓN ORAL EN SOBRES,LABORATORIOS FASA S.A.,Directa, $60.955,10-02-2021,06-12-2025,87%,31
1320,HEADOL INFANTIL COMPRIMIDOS MASTICABLES  160 mg,LABORATORIOS FASA S.A.,Directa, $30.848,21-02-2020,18-08-2026,84%,60
1321,ETOFENAMATO GEL TÓPICO 5%,LABORATORIOS FASA S.A.,Directa, $87.988,19-01-2022,15-11-2024,82%,13
1322,FAMOTIDINA COMPRIMIDOS RECUBIERTOS 10 mg,LABORATORIOS FASA S.A.,Directa, $30.930,11-12-2021,13-05-2026,85%,13
1323,PAZBRONQ JARABE ADULTO 30 mg/5 mL,MEDIPHARM LTDA.,Directa, $60.755,28-06-2021,16-04-2027,97%,49
1324,PAZBRONQ JARABE INFANTIL 15 mg/5 mL,MEDIPHARM LTDA.,Directa, $71.840,02-03-2021,10-04-2027,97%,14
1325,DICHLOREXAN JABÓN LÍQUIDO 4%,DIFEM LABORATORIOS S.A.,Directa, $74.143,08-08-2021,06-12-2025,96%,0
1326,DICHLOREXAN JABÓN LÍQUIDO 2%,DIFEM LABORATORIOS S.A.,Directa, $67.841,02-05-2022,18-08-2026,83%,96
1327,BARRA LABIAL MEDICADA,LABORATORIOS WYETH LLC.,Directa, $20.338,07-02-2020,15-11-2024,95%,51
1328,METAMIZOL SÓDICO + CAFEÍNA + CLORFENAMINA MALEATO COMPRIMIDOS,CHEMOPHARMA  S.A.,Directa, $41.454,05-07-2020,13-05-2026,85%,8
1329,METAMIZOL SÓDICO + CAFEÍNA + CLORFENAMINA MALEATO COMPRIMDOS,INSTITUTO SANITAS S.A.,Directa, $13.001,15-08-2021,16-04-2027,96%,22
1330,DIPEROX SOLUCIÓN TÓPICA 20 VOLÚMENES,DIFEM LABORATORIOS S.A.,Directa, $82.307,22-04-2022,10-04-2027,98%,17
1331,DIPEROX SOLUCIÓN TÓPICA 30 VOLÚMENES,DIFEM LABORATORIOS S.A.,Directa, $35.845,28-10-2021,06-12-2025,90%,7
1332,DIPEROX SOLUCIÓN TÓPICA 10 VOLÚMENES,DIFEM LABORATORIOS S.A.,Directa, $64.058,27-05-2021,18-08-2026,81%,91
1333,PANAGESIC PERIODO MENSTRUAL,CHEMOPHARMA  S.A.,Directa, $19.230,06-11-2020,15-11-2024,99%,94
1334,ALCOHOL ALCANFORADO SOLUCIÓN TÓPICA 10%,DIFEM LABORATORIOS S.A.,Directa, $75.535,22-02-2022,13-05-2026,96%,78
1335,MINTAMOX JARABE 15 mg/5 mL,Medical International Laboratories Corporation S.A. (MINTLAB  Co. S.A.),Directa, $57.949,07-03-2022,16-04-2027,97%,73
1336,POVISEPT SOLUCIÓN ESPUMANTE TÓPICA 10%,DIFEM LABORATORIOS S.A.,Directa, $66.147,16-02-2021,10-04-2027,84%,20
1337,VASELINA LÍQUIDA ORAL,DIFEM LABORATORIOS S.A.,Directa, $59.020,09-07-2021,06-12-2025,94%,24
1338,POVISEPT SOLUCIÓN TÓPICA 10%,DIFEM LABORATORIOS S.A.,Directa, $34.384,04-03-2020,18-08-2026,80%,61
1339,RANITIDINA COMPRIMIDOS RECUBIERTOS 75 mg,OPKO CHILE S.A.,Directa, $41.754,27-01-2020,15-11-2024,99%,37
1340,MINTAMOX JARABE 30 mg/5 mL,Medical International Laboratories Corporation S.A. (MINTLAB  Co. S.A.),Directa, $24.225,18-12-2020,13-05-2026,87%,15
1341,PHARMALATUM UNGÜENTO TÓPICO,MEDIPHARM LTDA.,Directa, $61.408,04-10-2020,16-04-2027,98%,7
1342,PROFEDOLMEDCELL SUSPENSIÓN ORAL 100 mg/5 mL,MEDIPHARM LTDA.,Directa, $75.881,13-09-2020,10-04-2027,99%,29
1343,BIODIF CÁPSULAS BLANDAS,LABORATORIO BAGÓ DE CHILE S.A.,Directa, $16.622,09-05-2022,06-12-2025,83%,43
1344,IBUFAS - T COMPRIMIDOS RECUBIERTOS 200 mg,LABORATORIOS FASA S.A.,Directa, $59.470,14-09-2021,18-08-2026,85%,76
1345,GINGILACER PASTA DENTÍFRICA,LABORATORIOS ANDRÓMACO S.A.,Directa, $39.887,06-09-2020,15-11-2024,83%,28
1346,FASADOMP CÁPSULAS 10 mg,LABORATORIOS FASA S.A.,Directa, $13.735,14-01-2021,13-05-2026,93%,20
1347,FASADOMP SUSPENSIÓN ORAL 5 mg/5 mL,LABORATORIOS FASA S.A.,Directa, $76.118,27-02-2022,16-04-2027,85%,19
1348,LÁGRIMAS ARTIFICIALES SOLUCIÓN OFTÁLMICA,LABORATORIO BIOSANO S.A.,Directa, $24.278,25-01-2022,10-04-2027,87%,78
1349,NOLAIS CREMA CAPILAR 1%,MEDIPHARM LTDA.,Directa, $70.041,19-04-2020,06-12-2025,92%,61
1350,ICADENT COLUTORIO,MEDIPHARM LTDA.,Directa, $30.309,24-10-2021,18-08-2026,97%,100
1351,OPLEX COMPRIMIDOS DE DISOLUCIÓN BUCAL,LABORATORIOS FASA S.A.,Directa, $17.476,01-11-2020,15-11-2024,100%,92
1352,PIROFLAM GEL 1%,MEDIPHARM LTDA.,Directa, $65.544,24-09-2020,13-05-2026,94%,90
1353,SENSILACER GEL DENTÍFRICO,LABORATORIOS ANDRÓMACO S.A.,Directa, $64.327,04-08-2020,16-04-2027,81%,53
1354,AB ANTISÉPTICO BUCAL SABOR LIMÓN COMPRIMIDOS MASTICABLES 5 mg,LABORATORIOS SAVAL S.A.,Directa, $33.420,24-04-2021,10-04-2027,86%,8
1355,AB ANTITUSIVO SABOR MIEL COMPRIMIDOS MASTICABLES,LABORATORIOS SAVAL S.A.,Directa, $41.580,07-01-2020,06-12-2025,82%,99
1356,"PERIO - AID SOLUCIÓN PARA ENJUAGUE BUCAL 0,12%",LABORATORIOS DENTAID S.A.,Directa, $21.796,25-02-2020,18-08-2026,82%,87
1357,"PERIO - AID GEL DENTAL 0,12%",LABORATORIOS DENTAID S.A.,Directa, $13.030,12-02-2022,15-11-2024,90%,76
1358,SENSAID CON FLUOR SOLUCIÓN PARA COLUTORIO,LABORATORIOS DENTAID S.A.,Directa, $65.954,19-03-2021,13-05-2026,80%,47
1359,SENSAID CON FLUOR PASTA DENTAL,LABORATORIOS DENTAID S.A.,Directa, $38.604,05-05-2020,16-04-2027,94%,97
1360,FLUOR AID PASTA DENTÍFRICA,LABORATORIOS DENTAID S.A.,Directa, $16.075,20-01-2022,10-04-2027,99%,37
1361,"FLUOR AID SOLUCIÓN PARA COLUTORIO BUCAL 0,2%",LABORATORIOS DENTAID S.A.,Directa, $80.789,08-03-2022,06-12-2025,87%,29
1362,"FLUOR AID SOLUCIÓN PARA COLUTORIO BUCAL 0,05%",LABORATORIOS DENTAID S.A.,Directa, $57.233,04-10-2020,18-08-2026,91%,42
1363,SUPRACALM COMPRIMIDOS 1 g,TECNOFARMA S.A.,Directa, $11.109,19-11-2021,15-11-2024,88%,58
1364,METAMIZOL SÓDICO - CAFEÍNA ANHIDRA - CLORFENAMINA MALEATO COMPRIMIDOS,LABORATORIOS FASA S.A.,Directa, $43.711,03-03-2020,13-05-2026,97%,14
1365,LÁGRIMAS ARTIFICIALES SOLUCIÓN OFTÁLMICA,LABORATORIOS FASA S.A.,Directa, $20.980,10-03-2021,16-04-2027,99%,66
1366,VAPOLATUM UNGÜENTO,LABORATORIO MAVER S.A.,Directa, $18.604,16-06-2021,10-04-2027,87%,99
1367,BIOTONUS CÁPSULAS BLANDAS,LABORATORIOS LAFI LTDA.,Directa, $45.525,14-12-2020,06-12-2025,83%,69
1368,"VISIVER SOLUCIÓN OFTÁLMICA 0,05%",MEDIPHARM LTDA.,Directa, $83.907,10-09-2020,18-08-2026,88%,81
1369,METAMIZOL SÓDICO MONOHIDRATO COMPRIMIDOS 300 mg,MUNNICH PHARMA MEDICAL LTDA.,Directa, $75.684,09-01-2020,15-11-2024,99%,61
1370,"BIOSEPT SOLUCIÓN TÓPICA AL 0,175%.",FARMACÉUTICA MED - CELL  LTDA.,Directa, $51.755,19-04-2022,13-05-2026,85%,63
1371,PERIO-AID CON CLORURO DE CETILPIRIDINIO MANTENIMIENTO COLUTORIO BUCAL,LABORATORIOS DENTAID S.A.,Directa, $54.585,15-01-2021,16-04-2027,82%,95
1372,"PERIOXIDIN GELBUCAL 0,2%",LABORATORIOS ANDRÓMACO S.A.,Directa, $46.331,26-02-2020,10-04-2027,100%,23
1373,"NAPHTEARS SOLUCIÓN OFTÁLMICA 0,012%",ALCON LABORATORIOS  CHILE  LTDA.,Directa, $66.764,04-12-2019,06-12-2025,89%,35
1374,"LACRYVISC GEL OFTÁLMICO 0,3 %",ALCON LABORATORIOS  CHILE  LTDA.,Directa, $56.739,22-04-2021,18-08-2026,88%,6
1375,OSTRAM D3 POLVO PARA SUSPENSIÓN ORAL,MERCK S.A.,Directa, $77.431,29-04-2022,15-11-2024,83%,48
1376,"PEPTO-BISMOL SABOR ANIS COMPRIMIDOS MASTICABLES 262,4 mg",LABORATORIO CHILE S.A.,Directa, $58.652,03-11-2020,13-05-2026,95%,48
1377,"PEPTO-BISMOL SABOR CEREZA COMPRIMIDOS MASTICABLES 262,4 mg",LABORATORIO CHILE S.A.,Directa, $74.065,02-07-2020,16-04-2027,82%,76
1378,FASAMOL PLUS CÁPSULAS BLANDAS,LABORATORIOS FASA S.A.,Directa, $37.757,09-06-2020,10-04-2027,82%,98
1379,TEARS NATURALE FREE SOLUCIÓN OFTÁLMICA,ALCON LABORATORIOS  CHILE  LTDA.,Directa, $40.727,29-08-2021,06-12-2025,100%,89
1380,TEARS NATURALE II SOLUCIÓN OFTÁLMICA,ALCON LABORATORIOS  CHILE  LTDA.,Directa, $48.236,30-06-2021,18-08-2026,91%,84
1381,ASPIRINA C LIMONADA CALIENTE POLVO PARA SOLUCIÓN ORAL EN SOBRES,BAYER S.A.,Directa, $59.578,28-09-2020,15-11-2024,93%,53
1382,NULACID COMPRIMIDOS MASTICABLES,MEDIPHARM LTDA.,Directa, $48.201,09-12-2019,13-05-2026,89%,56
1383,ETOSID JARABE ANTITUSIVO,Medical International Laboratories Corporation S.A. (MINTLAB  Co. S.A.),Directa, $33.302,10-04-2021,16-04-2027,81%,80
1384,SALES PARA REHIDRATACIÓN POLVO PARA SOLUCIÓN ORAL,BESTPHARMA S.A.,Directa, $70.996,11-04-2022,10-04-2027,97%,27
1385,METAMIZOL SÓDICO MONOHIDRATO COMPRIMIDOS 300 mg,BESTPHARMA S.A.,Directa, $71.812,18-08-2021,06-12-2025,94%,66
1386,LAROTABE CÁPSULAS BLANDAS,BAYER S.A.,Directa, $12.534,30-03-2020,18-08-2026,94%,50
1387,NIMESYL GEL TÓPICO 3%,LABORATORIOS RIDER LTDA.,Directa, $88.418,13-06-2021,16-04-2027,85%,43
1388,LEBLON UNGÜENTO LABIAL,LABORATORIO MAVER S.A.,Directa, $32.618,06-04-2021,10-04-2027,93%,20
1389,SARIDON COMPRIMIDOS,BAYER S.A.,Directa, $52.534,04-02-2020,06-12-2025,89%,74
1390,BENZOCAÍNA CON ALCOHOL BENCÍLICO UNGÜENTO,LABORATORIOS RIDER LTDA.,Directa, $71.071,08-12-2021,18-08-2026,91%,79
1391,"BUCHEX SOLUCIÓN PARA COLUTORIO AL 0,1%",LABORATORIOS RIDER LTDA.,Directa, $41.964,11-09-2020,15-11-2024,87%,12
1392,"CLORURO DE ESTRONCIO, PASTA DENTAL 10%",LABORATORIOS RIDER LTDA.,Directa, $52.211,26-11-2021,13-05-2026,95%,75
1393,KALMAFTA GEL TÓPICO,LABORATORIOS SILESIA S.A.,Directa, $48.393,13-12-2019,16-04-2027,98%,76
1394,EXPANDEN SOLUCIÓN PARA INHALACIÓN,LABORATORIOS ANDRÓMACO S.A.,Directa, $34.720,30-11-2021,10-04-2027,84%,61
1395,FLUOMAX-P PASTA DENTAL,MASTER CARE S.A.,Directa, $41.491,30-01-2021,06-12-2025,84%,54
1396,IBU - 100 INFANTIL SUSPENSIÓN ORAL 100 mg/5 mL,LABORATORIOS ANDRÓMACO S.A.,Directa, $15.616,25-04-2022,18-08-2026,96%,37
1397,SALIVART AEROSOL BUCAL,MASTER CARE S.A.,Directa, $42.854,19-01-2021,15-11-2024,89%,36
1398,PARACETAMOL COMPRIMIDOS 500 mg,BESTPHARMA S.A.,Directa, $10.319,03-04-2022,13-05-2026,96%,69
1399,CADEVIT CÁPSULAS BLANDAS,LABORATORIOS RECALCINE S.A.,Directa, $80.120,11-08-2021,16-04-2027,98%,40
1400,FLUORURO DE SODIO GEL TÓPICO  2%,SOCIEDAD FARMODENTAL S.A.C. e I.,Directa, $55.458,20-04-2020,10-04-2027,89%,56
1401,DIENCIL PASTA DENTAL,LABORATORIOS RIDER LTDA.,Directa, $69.261,19-10-2020,06-12-2025,91%,12
1402,APIRET PEDIÁTRICO COMPRIMIDOS RECUBIERTOS 100 mg,LABORATORIO CHILE S.A.,Directa, $63.150,22-08-2021,18-08-2026,88%,78
1403,HEADOL FLU DÍA Y NOCHE POLVO PARA SOLUCIÓN ORAL EN SOBRES,LABORATORIOS FASA S.A.,Directa, $41.045,06-04-2021,15-11-2024,82%,36
1404,DOLOPROFEN COMPRIMIDOS RECUBIERTOS 200 mg,LABORATORIO CHILE S.A.,Directa, $57.219,09-03-2020,13-05-2026,89%,11
1405,ESVIT-C SABOR LIMÓN COMPRIMIDOS MASTICABLES 500 mg,LABORATORIO CHILE S.A.,Directa, $63.726,12-05-2022,16-04-2027,87%,64
1406,ESVIT-C COMPRIMIDOS EFERVESCENTES 1.000 mg,LABORATORIO CHILE S.A.,Directa, $41.773,14-10-2020,10-04-2027,81%,6
1407,ESVIT-C COMPRIMIDOS EFERVESCENTES 2.000 mg,LABORATORIO CHILE S.A.,Directa, $82.453,22-07-2020,06-12-2025,100%,80
1408,FRESHMEL MIEL LIMÓN COMPRIMIDOS 5 mg,LABORATORIO CHILE S.A.,Directa, $65.427,08-05-2021,18-08-2026,88%,70
1409,DITOPAX LIMÓN/NARANJA COMPRIMIDOS MASTICABLES,SCHERING-PLOUGH CIA. LTDA.,Directa, $26.938,26-04-2021,15-11-2024,97%,79
1410,LAUNOL PLUS SHAMPOO,LABORATORIO CHILE S.A.,Directa, $41.335,07-01-2020,13-05-2026,88%,24
1411,PEPTINAL FORTE COMPRIMIDOS MASTICABLES,LABORATORIO CHILE S.A.,Directa, $49.338,22-03-2021,16-04-2027,85%,18
1412,PEPTINAL FORTE SUSPENSIÓN ORAL,LABORATORIO CHILE S.A.,Directa, $11.290,08-05-2021,10-04-2027,87%,65
1413,TURBOGESIC CREMA DÉRMICA 1%,LABORATORIO CHILE S.A.,Directa, $86.890,30-03-2022,06-12-2025,86%,31
1414,VISIDIC GEL OFTÁLMICO,LABORATORIO CHILE S.A.,Directa, $64.986,21-12-2021,18-08-2026,95%,37
