id,descripcion,laboratorio,condicion_venta,precio_unitario,year_compra,year_caducidad,porcentaje_efectividad,Ventas_Totales_Year
1318,ÁCIDO ACETILSALICÍLICO COMPRIMIDOS CON RECUBRIMIENTO ENTÉRICO 50 mg,MERCK S.A.,Directa,15000,2021,2025,80,404000
1337,VASELINA LÍQUIDA ORAL,DIFEM LABORATORIOS S.A.,Indirecta,15000,2021,2023,91,508000
1342,PROFEDOLMEDCELL SUSPENSIÓN ORAL 100 mg/5 mL,MEDIPHARM LTDA.,Directa,15000,2019,2024,100,429000
1359,SENSAID CON FLUOR PASTA DENTAL,LABORATORIOS DENTAID S.A.,Indirecta,15000,2021,2023,86,528000
1366,VAPOLATUM UNGÜENTO,LABORATORIO MAVER S.A.,Directa,15000,2020,2023,86,466000
1367,BIOTONUS CÁPSULAS BLANDAS,LABORATORIOS LAFI LTDA.,Indirecta,15000,2022,2023,98,421000
1436,DOMINAL MX COMPRIMIDOS RECUBIERTOS,LABORATORIO CHILE S.A.,Directa,15000,2020,2024,90,336000
1448,IBUPROFENO 5% CREMA,CHEMOPHARMA  S.A.,Directa,15000,2020,2025,91,424000
1467,"KETOPROFENO GEL 2,5%",INSTITUTO SANITAS S.A.,Indirecta,15000,2020,2025,99,526000
1481,KILNITS MOUSSE ESPUMA CAPILAR 1%,LABORATORIOS ANDRÓMACO S.A.,Directa,15000,2021,2024,99,481000
1520,IBUFAS - T FORTE SUSPENSIÓN ORAL 200 mg/5 mL,LABORATORIOS FASA S.A.,Indirecta,15000,2020,2024,80,354000
1521,"BENZOCAÍNA GEL BUCAL 7,5%",LABORATORIOS FASA S.A.,Indirecta,15000,2020,2023,95,474000
1545,GLÓBULOS COMPLEJOS 131,KNOP LABORATORIOS S.A.,Indirecta,15000,2019,2025,86,410000
1557,HEPATOXIL-LARRAZE SOLUCIÓN ORAL PARA GOTAS,ALS DISTRIBUIDORA LIMITADA,Indirecta,15000,2022,2025,97,347000
1582,GLÓBULOS HOMEOPÁTICOS SIMPLES D3,LABORATORIO SEREY S.A.,Indirecta,15000,2021,2025,92,361000
1595,Tartephedreel Solucion Oral Para Gotas,Productos Farmacéuticos Heel Chile Ltda.,Directa,15000,2020,2025,91,533000
1601,ENTERINUM COMPRIMIDOS,LABORATORIO HOCHSTETTER S.A.,Indirecta,15000,2019,2023,88,518000
1629,MEDIFORM 79 SOLUCIÓN ORAL PARA GOTAS,LABORATORIO HOCHSTETTER S.A.,Directa,15000,2021,2023,87,427000
1694,HOMOIO Nº 24,LABORATORIO HOCHSTETTER S.A.,Indirecta,15000,2019,2024,85,367000
1722,HOMOIO Nº 53,LABORATORIO HOCHSTETTER S.A.,Indirecta,15000,2021,2024,95,493000
1729,HOMOIO Nº 60,LABORATORIO HOCHSTETTER S.A.,Directa,15000,2020,2024,98,478000
1756,SIMILIA Nº 127,LABORATORIO HOCHSTETTER S.A.,Indirecta,15000,2020,2023,93,416000
1759,SIMILIA Nº 159,LABORATORIO HOCHSTETTER S.A.,Directa,15000,2020,2025,98,482000
1764,GLÓBULO COMPUESTO Nº 5,KNOP LABORATORIOS S.A.,Directa,15000,2021,2023,84,413000
1777,GLÓBULO COMPUESTO Nº 15A,KNOP LABORATORIOS S.A.,Directa,15000,2022,2023,90,490000
1778,GLOBULO COMPUESTO Nº 16,KNOP LABORATORIOS S.A.,Indirecta,15000,2022,2024,98,508000
1811,GLÓBULO COMPUESTO N°49,KNOP LABORATORIOS S.A.,Directa,15000,2020,2024,91,421000
1827,IKOPLEX Nº 14 COMPRIMIDOS,KNOP LABORATORIOS S.A.,Directa,15000,2021,2024,90,489000
1838,IKOPLEX Nº 18 COMPRIMIDOS,KNOP LABORATORIOS S.A.,Indirecta,15000,2022,2023,88,456000
1843,IKOPLEX Nº 17 COMPRIMIDOS,KNOP LABORATORIOS S.A.,Directa,15000,2020,2024,81,532000
1848,"THUJA TINTURA MADRE, SOLUCIÓN ORAL PARA GOTAS",KNOP LABORATORIOS S.A.,Directa,15000,2020,2023,83,490000
1862,PERTUSSIN SOLUCIÓN ORAL PARA GOTAS,KNOP LABORATORIOS S.A.,Indirecta,15000,2022,2023,85,395000
1884,EUPHORBIUM COMPOSITUM S SOLUCIÓN PARA INHALACIÓN NASAL,Productos Farmacéuticos Heel Chile Ltda.,Indirecta,15000,2022,2025,86,504000
1912,OVUKALEN ÓVULOS VAGINALES,KNOP LABORATORIOS S.A.,Directa,15000,2019,2024,97,462000
1934,SIMILIA Nº 138,LABORATORIO HOCHSTETTER S.A.,Directa,15000,2021,2025,81,381000
1951,THUJA D6 COMPRIMIDOS,KNOP LABORATORIOS S.A.,Directa,15000,2022,2025,83,442000
1964,CACTUS COMPRIMIDOS,KNOP LABORATORIOS S.A.,Indirecta,15000,2020,2025,98,460000
1987,NATRIUM MURIATICUM D6 COMPRIMIDOS,KNOP LABORATORIOS S.A.,Directa,15000,2022,2025,90,343000
1996,SIMILIA Nº 144,LABORATORIO HOCHSTETTER S.A.,Indirecta,15000,2021,2023,96,491000
2016,GLÓBULOS COMPLEJOS 149,KNOP LABORATORIOS S.A.,Directa,15000,2022,2024,81,450000
2017,GLÓBULOS COMPLEJOS 101,KNOP LABORATORIOS S.A.,Indirecta,15000,2022,2024,91,478000
2049,GLÓBULOS COMPLEJOS 142,KNOP LABORATORIOS S.A.,Directa,15000,2020,2024,99,494000
2069,NERVO - HEEL N COMPRIMIDOS SUBLINGUALES,Productos Farmacéuticos Heel Chile Ltda.,Indirecta,15000,2022,2025,87,378000
2083,FITOCALMIN II JARABE,LABORATORIO HOCHSTETTER S.A.,Directa,15000,2021,2025,98,372000
2084,HOMEOFORTIN V SOLUCIÓN PARA GOTAS,LABORATORIO HOCHSTETTER S.A.,Directa,15000,2022,2023,88,520000
2106,"BIOACTIV KNOP F, SOLUCIÓN PARA GOTAS ORALES.",KNOP LABORATORIOS S.A.,Directa,15000,2021,2024,91,544000
2108,BIOACTIV KNOP I,KNOP LABORATORIOS S.A.,Indirecta,15000,2019,2023,86,490000
2113,"BIOACTIV KNOP O, SOLUCIÓN PARA GOTAS ORALES",KNOP LABORATORIOS S.A.,Indirecta,15000,2021,2023,92,333000
2115,"BIOACTIV KNOP Q, SOLUCIÓN PARA GOTAS ORALES",KNOP LABORATORIOS S.A.,Indirecta,15000,2021,2023,95,346000
2127,ECHINACEA MAS VITAMINA C COMPRIMIDOS,COMPAÑIA DE NUTRICION GENERAL S.A.,Directa,15000,2022,2024,93,393000
2137,ESCHSCHOLTZIA COMPUESTA SOLUCIÓN PARA GOTAS ORALES Nº 34,ALS DISTRIBUIDORA LIMITADA,Indirecta,15000,2022,2025,97,467000
2220,TRIQUE EXTRACTO FLUIDO SOLUCIÓN,KNOP LABORATORIOS S.A.,Directa,15000,2022,2023,83,445000
2222,ACEITE DE ÁRNICA SOLUCIÓN OLEOSA,KNOP LABORATORIOS S.A.,Indirecta,15000,2020,2023,83,384000
2230,SHISSAM CREMA COMPUESTA,LABORATORIO PASTEUR S.A.,Indirecta,15000,2019,2024,86,342000
2233,VALERIANA CÁPSULAS 200 mg,LABORATORIOS FASA S.A.,Directa,15000,2022,2023,82,466000
2235,"CASTAÑO DE INDIAS, CÁPSULAS 340 mg",LABORATORIO ESPECIALIDADES FARMACÉUTICAS KNOP LTDA.,Indirecta,15000,2021,2023,84,366000
2247,TÉ KNOP N°11,FITOLAB KNOP LTDA.,Indirecta,15000,2019,2024,93,432000
2263,SENECIO HUALTATA COMPRIMIDOS,LABORATORIO HOCHSTETTER S.A.,Indirecta,15000,2019,2023,82,526000
2264,SOLANUM TUBEROSUM COMPRIMIDOS,LABORATORIO HOCHSTETTER S.A.,Indirecta,15000,2019,2023,92,468000
2316,ALOE FEROX CÁPSULAS 150 mg,INVERSIONES BS LTDA.,Directa,15000,2022,2025,96,484000
2377,LYCOPROST CÁPSULAS 300 mg,LABORATORIO ESPECIALIDADES FARMACÉUTICAS KNOP LTDA.,Indirecta,15000,2020,2025,91,445000
2501,AYR CON UREA EMULSIÓN TÓPICA 10%,LABORATORIOS SMB FARMA S.A.,Directa,15000,2022,2023,94,384000
14,"DENTILIM SOLUCIÓN PARA COLUTORIO 0,1%",MEDIPHARM LTDA.,Indirecta,14000,2020,2024,80,519000
68,PANADOL COMPRIMIDOS MASTICABLES 160 mg,GLAXOSMITHKLINE CHILE FARMACÉUTICA LTDA.,Indirecta,14000,2020,2025,99,404000
69,PANADOL ADULTOS PLUS COMPRIMIDOS RECUBIERTOS,GLAXOSMITHKLINE CHILE FARMACÉUTICA LTDA.,Indirecta,14000,2020,2024,84,389000
71,CONMEL SUPOSITORIOS 300 mg,LABORATORIOS LAFI LTDA.,Indirecta,14000,2022,2024,81,541000
87,AGUA PARA INYECTABLES,LABORATORIO SANDERSON S.A.,Indirecta,14000,2019,2024,90,347000
106,ACTIVATOR COMPRIMIDOS RECUBIERTOS,LABORATORIOS ANDRÓMACO S.A.,Indirecta,14000,2022,2023,97,420000
115,ELCAL - D CÁPSULAS,LABORATORIOS ANDRÓMACO S.A.,Indirecta,14000,2020,2025,81,410000
190,SINFLU COMPRIMIDOS 500 mg,LABORATORIO VALMA LTDA.,Directa,14000,2019,2023,96,486000
203,SOLARCAINE ALOE EXTRA GEL TÓPICO CON LIDOCAÍNA,SCHERING-PLOUGH CIA. LTDA.,Indirecta,14000,2020,2023,80,415000
222,PIRETANYL COMPRIMIDOS,LABORATORIO PASTEUR S.A.,Indirecta,14000,2021,2023,89,509000
231,ORTOXINE SABOR MENTOL COMPRIMIDOS DE DISOLUCIÓN BUCAL 5 mg,LABORATORIOS  EUROMED CHILE S.A.,Indirecta,14000,2022,2024,92,529000
276,CEBION SABOR LIMÓN COMPRIMIDOS MASTICABLES 500 mg,MERCK S.A.,Indirecta,14000,2022,2024,100,332000
290,LIP RELIEF UNGÜENTO TÓPICO,DROGUERIA HOFMANN S.A.C.,Directa,14000,2022,2023,91,540000
292,"RINOSTERYL SOLUCIÓN NASAL 0,9%",MINTLAB  CO. S.A.,Indirecta,14000,2019,2023,91,463000
294,DISGREN COMPRIMIDOS DE LIBERACIÓN PROLONGADA 325 mg.,LABORATORIO PASTEUR S.A.,Indirecta,14000,2019,2025,85,458000
305,METAMIZOL SÓDICO SUPOSITORIOS 250 mg,LABORATORIO CHILE S.A.,Indirecta,14000,2022,2023,82,365000
320,PYRIPED FORTE SUSPENSIÓN ORAL 200 mg/5 mL,MINTLAB  CO. S.A.,Directa,14000,2022,2023,91,396000
345,PROASA-75 CÁPSULAS CON GRÁNULOS CON RECUBRIMIENTO ENTÉRICO 75 mg,LABORATORIOS ANDRÓMACO S.A.,Indirecta,14000,2019,2025,95,373000
357,ZINC COMPRIMIDOS 30 mg,COMPAÑIA DE NUTRICION GENERAL S.A.,Indirecta,14000,2021,2023,80,520000
359,CLORURO DE CALCIO DIHIDRATO SOLUCIÓN INYECTBALE 10%,LABORATORIO SANDERSON S.A.,Indirecta,14000,2022,2025,82,529000
365,FLAPEX FORTE COMPRIMIDOS MASTICABLES,LABORATORIOS SILESIA S.A.,Directa,14000,2022,2024,97,347000
452,BISOLVON INFANTIL JARABE 4 mg/5 mL,BOEHRINGER INGELHEIM LTDA.,Indirecta,14000,2019,2023,98,413000
461,"FLUORURO DE SODIO COLUTORIO 0,05%",BESTPHARMA S.A.,Directa,14000,2022,2024,97,483000
480,"FLAMESAN GEL TÓPICO 1,16%",FARMACEUTICA ESAN LTDA,Directa,14000,2022,2023,97,370000
509,FLUICOR ASA 325 COMPRIMIDOS CON RECUBRIMIENTO ENTÉRICO 325 mg,LABORATORIO MAVER S.A.,Directa,14000,2022,2025,100,528000
566,FLUIBRON INFANTIL JARABE 15 mg/5 mL,LABORATORIOS ANDRÓMACO S.A.,Directa,14000,2019,2024,87,496000
572,GESIDOL COMPRIMIDOS 500 mg,MEDIPHARM LTDA.,Directa,14000,2021,2023,93,443000
578,BROMHEXINA CLORHIDRATO JARABE 4 mg/5 mL,BESTPHARMA S.A.,Directa,14000,2022,2024,89,486000
590,"DETTOXDETTOL ANTISÉPTICO SPRAY TÓPICO 0,198%",RECKITT BENCKISER CHILE S.A.,Directa,14000,2019,2025,96,547000
629,HASSAPIRIN FORTE COMPRIMIDOS 650 mg,Medical International Laboratories Corporation S.A. (MINTLAB  Co. S.A.),Indirecta,14000,2019,2024,93,372000
658,KITADOL 1000 COMPRIMIDOS 1 g,LABORATORIO CHILE S.A.,Directa,14000,2019,2025,82,399000
669,FLAMADOL COMPRIMIDOS RECUBIERTOS 100 mg,INSTITUTO SANITAS S.A.,Directa,14000,2022,2025,97,349000
678,SIMETICONA SUSPENSIÓN PARA GOTAS ORALES 4%,ALPES CHEMIE S.A.,Indirecta,14000,2021,2023,91,391000
720,AMBROXOL CLORHIDRATO JARABE 30 mg/5 mL,LABORATORIOS  EUROMED CHILE S.A.,Directa,14000,2020,2025,90,409000
745,FINACAL PEDIÁTRICO SOLUCIÓN ORAL PARA GOTAS 100 mg/mL,IMPROFAR LTDA.,Directa,14000,2022,2023,88,453000
816,BABY FASA POMADA DÉRMICA,LABORATORIOS FASA S.A.,Directa,14000,2021,2023,82,522000
855,VOLTAREN EMULGEL GEL EMULSIÓN DÉRMICO 1%,NOVARTIS CHILE S.A.,Directa,14000,2020,2025,80,530000
856,CALCIO GLUCONATO GRANULADO AL 10%,LABORATORIO MAVER S.A.,Indirecta,14000,2019,2025,84,341000
889,DIPIRONA COMPRIMIDOS 300 mg,LABORATORIO VALMA LTDA.,Directa,14000,2022,2024,92,383000
906,POMADA ALCANFORADA,LABORATORIOS  EUROMED CHILE S.A.,Indirecta,14000,2022,2023,88,422000
946,EX-LAX GRAGEAS 25 mg,NOVARTIS CHILE S.A.,Indirecta,14000,2021,2024,87,480000
951,ANACIN MAX COMPRIMIDOS EFERVESCENTES,LABORATORIOS WYETH LLC.,Directa,14000,2021,2023,93,486000
959,"FREESEPT TUTTI FRUTTI COMPRIMIDOS DE DISOLUCIÓN BUCAL 2,5 mg",LABORATORIOS RIDER LTDA.,Indirecta,14000,2019,2024,89,473000
963,"PIOFIN SHAMPOO AL 0,02%",INSTITUTO SANITAS S.A.,Indirecta,14000,2020,2024,88,349000
970,POMADA SALICILATO DE METILO AL 6%,LABORATORIO Y DROGUERIA NACIONAL LTDA.,Indirecta,14000,2019,2025,86,445000
1007,AEROPAX JARABE 4 mg/5 mL,LABORATORIO CHILE S.A.,Directa,14000,2019,2024,96,545000
1020,PEPTINAL SUSPENSIÓN ORAL.,LABORATORIO CHILE S.A.,Indirecta,14000,2022,2024,89,489000
1028,MULTAMIN C SABOR LIMÓN POLVO EFERVESCENTE 2.000 mg EN SOBRES,LABORATORIOS FASA S.A.,Directa,14000,2019,2025,91,534000
1073,EURAX LOCIÓN TÓPICA 10%,NOVARTIS CHILE S.A.,Indirecta,14000,2019,2023,81,409000
1087,TINTURA DE YODO FASA SOLUCIÓN TÓPICA,LABORATORIOS FASA S.A.,Indirecta,14000,2021,2023,96,352000
1112,AGUA OXIGENADA 20 VOLÚMENES SOLUCIÓN TÓPICA,DROGUERIA HOFMANN S.A.C.,Directa,14000,2020,2023,98,418000
1122,"FREESEPT COMPRIMIDOS DE DISOLUCIÓN BUCAL 2,5 mg",LABORATORIOS RIDER LTDA.,Indirecta,14000,2021,2024,87,338000
1137,ANTIAX SUSPENSIÓN ORAL,LABORATORIOS SAVAL S.A.,Directa,14000,2020,2024,97,438000
1153,HEMOPLEX CÁPSULAS,LABORATORIOS RECALCINE S.A.,Indirecta,14000,2020,2024,94,402000
1173,"FLUOMAX - D SOLUCIÓN COLUTORIO 0,05%",MASTER CARE S.A.,Indirecta,14000,2021,2024,87,466000
1245,"VITAMINAS A, D2, Y ALANTOÍNA EMULSIÓN DÉRMICA",LABORATORIOS ANDRÓMACO S.A.,Directa,14000,2021,2024,93,443000
1270,SAL ANTIÁCIDA SABOR NARANJA POLVO EFERVESCENTE,LABORATORIOS FASA S.A.,Directa,14000,2022,2024,86,471000
1280,PARACETAMOL SOLUCIÓN PARA GOTAS ORALES 10 g/100 mL,LABORATORIO BAGÓ DE CHILE S.A.,Indirecta,14000,2020,2023,96,335000
1285,SALONPAS GEL TÓPICO,LABORATORIOS SILESIA S.A.,Directa,14000,2019,2023,97,519000
1308,ESVIT-C SABOR LIMÓN COMPRIMIDOS MASTICABLES 250 mg,LABORATORIO CHILE S.A.,Directa,14000,2021,2025,84,502000
1310,NEFERSIL GEL TÓPICO 5%,PHARMA INVESTI DE CHILE S.A.,Directa,14000,2021,2023,95,337000
1322,FAMOTIDINA COMPRIMIDOS RECUBIERTOS 10 mg,LABORATORIOS FASA S.A.,Directa,14000,2020,2023,99,461000
1371,PERIO-AID CON CLORURO DE CETILPIRIDINIO MANTENIMIENTO COLUTORIO BUCAL,LABORATORIOS DENTAID S.A.,Directa,14000,2021,2025,97,366000
1457,"BABY ORAJEL SOLUCIÓN TÓPICA BUCAL AL 7,5%",INSTITUTO SANITAS S.A.,Indirecta,14000,2021,2025,89,415000
1489,PARACETAMOL SUPOSITORIOS 125 mg,OPKO CHILE S.A.,Indirecta,14000,2020,2025,80,390000
1495,HEADOL COMPRIMIDOS 500 mg,LABORATORIOS FASA S.A.,Directa,14000,2019,2024,87,372000
1548,"ACIDUM PHOSPHORICUM COMPUESTO, SOLUCIÓN PARA GOTAS ORALES N°35",ALS DISTRIBUIDORA LTDA.,Directa,14000,2019,2024,95,396000
1587,VENOFIT SOLUCIÓN ORAL PARA GOTAS.,LABORATORIO HOCHSTETTER S.A.,Indirecta,14000,2019,2023,94,543000
1626,"COMPLEJO ARMÓNICO N° 18, NUPHAR COMPUESTO SOLUCIÓN ORAL PARA GOTAS",LABORATORIO SEREY S.A.,Directa,14000,2019,2025,93,393000
1641,DROSERA D6 GLÓBULOS,LABORATORIO SEREY S.A.,Directa,14000,2020,2025,93,466000
1721,HOMOIO Nº 52,LABORATORIO HOCHSTETTER S.A.,Directa,14000,2022,2025,87,432000
1743,SIMILIA N° 114,LABORATORIO HOCHSTETTER S.A.,Indirecta,14000,2021,2023,83,391000
1769,GLÓBULO COMPUESTO Nº 9,KNOP LABORATORIOS S.A.,Directa,14000,2019,2023,86,422000
1786,GLOBULO COMPUESTO Nº 24,KNOP LABORATORIOS S.A.,Directa,14000,2022,2024,80,544000
1839,IKOPLEX Nº 4 COMPRIMIDOS,KNOP LABORATORIOS S.A.,Directa,14000,2019,2024,83,428000
1873,SABAL SERRULATA COMPUESTA III SOLUCIÓN ORAL  PARA GOTAS,KNOP LABORATORIOS S.A.,Directa,14000,2021,2023,84,354000
1879,SIMILIA Nº 130,LABORATORIO HOCHSTETTER S.A.,Directa,14000,2019,2025,85,522000
1887,GRIPPAKIT GLÓBULOS COMPUESTOS,LAURA XIMENA POLANCO GONZÁLEZ,Directa,14000,2021,2023,88,507000
1906,SIMILIA Nº 135,LABORATORIO HOCHSTETTER S.A.,Directa,14000,2021,2024,95,337000
1911,FUCUS ESPECIAL COMPRIMIDOS,KNOP LABORATORIOS S.A.,Indirecta,14000,2022,2023,99,489000
1922,ARSENICUM ALBUM D6 COMPRIMIDOS,KNOP LABORATORIOS S.A.,Indirecta,14000,2021,2023,94,355000
1998,GLÓBULOS COMPLEJOS 123,KNOP LABORATORIOS S.A.,Indirecta,14000,2021,2023,100,523000
2057,ACIDIUM PHOSPORICUM COMPOSITUM SOLUCIÓN PARA GOTAS ORALES,Productos Farmacéuticos Heel Chile Ltda.,Directa,14000,2020,2025,84,417000
2133,POMADA PARA SABAÑONES OMNIA,LABORATORIO HOCHSTETTER S.A.,Indirecta,14000,2022,2024,97,532000
2167,ALOE - CÁSCARA SAGRADA CÁPSULAS,LABORATORIOS FASA S.A.,Directa,14000,2019,2025,88,508000
2175,NATUSEDIN CÁPSULAS BLANDAS,FARMACÉUTICA MED - CELL  LTDA.,Indirecta,14000,2019,2025,87,374000
2198,"MANASUL TE LAXANTE BOLSITA FILTRO PARA INFUSIÓN ORAL 1,386 g",LA LEONESA INFUSIONES CHILENA LTDA.,Indirecta,14000,2019,2025,87,509000
2282,TÉ DE ZARZAPARRILLA COMPUESTO,LABORATORIO HOCHSTETTER S.A.,Indirecta,14000,2022,2024,81,360000
2292,"VENOSERIN  GEL 1,5%",ITF - LABOMED FARMACÉUTICA LTDA.,Directa,14000,2020,2024,81,512000
2332,FORMULA I EXTRACTO FLUIDO SOLUCIÓN ORAL PARA GOTAS,KNOP LABORATORIOS S.A.,Directa,14000,2019,2025,98,342000
2364,COLON PURE  POLVO PARA SUSPENSIÓN  ORAL 99% p/p,COMPAÑIA DE NUTRICION GENERAL S.A.,Indirecta,14000,2019,2024,83,352000
2392,FLUIDOX FORTE JARABE 70 mg/5 mL,LABORATORIOS RECALCINE S.A.,Indirecta,14000,2020,2025,93,426000
2436,BIOVAC-FLU VACUNA ANTIFLUENZA FRACCIONADA INACTIVADA SUSPENSIÓN INYECTABLE,LABORATORIO BIOSANO S.A.,Indirecta,14000,2022,2023,100,505000
2463,SINTOSIN JARABE 35 mg/5 mL,LABORATORIO MAVER S.A.,Directa,14000,2021,2025,87,416000
2466,LYCOPROST CÁPSULAS 300 mg,LABORATORIO ESPECIALIDADES FARMACÉUTICAS KNOP LTDA.,Indirecta,14000,2020,2023,93,411000
2467,SOMINEX PLUS CÁPSULAS BLANDAS,LABORATORIOS PRATER S.A.,Indirecta,14000,2022,2024,87,433000
2497,DURASOLETS UNGÜENTO OFTÁLMICO,LABORATORIOS SMB FARMA S.A.,Directa,14000,2019,2024,81,438000
2507,AYR CON UREA EMULSIÓN TÓPICA 10%,LABORATORIOS SMB FARMA S.A.,Indirecta,14000,2020,2025,97,509000
17,DIPROBASE LOCIÓN TÓPICA,SCHERING-PLOUGH CIA. LTDA.,Directa,13000,2019,2024,88,379000
35,CORPADEN COMPRIMIDOS,MINTLAB CO. S.A.,Indirecta,13000,2022,2025,81,469000
37,BROMHEXINA CLORHIDRATO JARABE 4 mg/5 mL,LABORATORIOS FASA S.A.,Indirecta,13000,2019,2023,92,341000
117,FLOGOJET GEL TÓPICO 5%,LABORATORIOS ANDRÓMACO S.A.,Directa,13000,2022,2025,85,490000
129,PARACETAMOL  JARABE 120 mg/5 mL,LABORATORIOS ANDRÓMACO S.A.,Directa,13000,2020,2025,89,534000
133,MAPROMIL COMPRIMIDOS RECUBIERTOS,LABORATORIOS ANDRÓMACO S.A.,Directa,13000,2020,2023,90,495000
168,NITRATO DE POTASIO 5% GEL DENTAL,LABORATORIOS SILESIA S.A.,Indirecta,13000,2022,2025,81,424000
176,METAMIZOL SÓDICO SUPOSITORIOS 250 mg,LABORATORIO PASTEUR S.A.,Directa,13000,2019,2025,85,368000
179,HIDRÓXIDO DE ALUMINIO SUSPENSIÓN ORAL 6%,LABORATORIO PASTEUR S.A.,Directa,13000,2019,2024,99,436000
184,FRUTASAL KNOP POLVO,KNOP LABORATORIOS S.A.,Directa,13000,2019,2023,87,330000
187,PARACETAMOL 125 mg SUPOSITORIOS,LABORATORIO VALMA LTDA.,Indirecta,13000,2019,2025,95,434000
239,KITADOL MAX COMPRIMIDOS RECUBIERTOS,LABORATORIO CHILE S.A.,Directa,13000,2020,2023,93,343000
270,DERMAC CREMA DÉRMICA,LABORATORIOS STIEFEL DE CHILE Y CIA. LTDA.,Indirecta,13000,2020,2024,82,378000
283,TAPSIN SIN CAFEÍNA COMPRIMIDOS MASTICABLE 160 mg,LABORATORIO MAVER S.A.,Indirecta,13000,2020,2025,93,421000
317,SUERO ORAL HIDRAPLUS 30 SABOR UVA SOLUCIÓN ORAL,INDUSTRIAL Y COMERCIAL BAXTER DE CHILE LTDA,Indirecta,13000,2022,2024,89,342000
376,PANADOL EXTEND COMPRIMIDOS RECUBIERTOS DE LIBERACIÓN PROLONGADA 665 mg,GLAXOSMITHKLINE CHILE FARMACÉUTICA LTDA.,Directa,13000,2020,2025,99,390000
379,"GENTEAL GEL OFTÁLMICO 0,3%",ALCON LABORATORIOS  CHILE  LTDA.,Indirecta,13000,2022,2025,94,360000
433,ASPIRINA C NF GRANULADO EFERVESCENTE EN SOBRES,BAYER S.A.,Directa,13000,2019,2023,98,491000
458,EDUBEL GEL HUMECTANTE VAGINAL 2%,LABORATORIOS RECALCINE S.A.,Indirecta,13000,2021,2024,99,348000
485,"LÁGRIMAS ARTIFICIALES SOLUCIÓN OFTÁLMICA 1,4%",BESTPHARMA S.A.,Indirecta,13000,2022,2025,85,352000
512,DISFRUTA CITRUS SAL EFERVESCENTE EN SOBRES,LABORATORIO MAVER S.A.,Directa,13000,2019,2024,87,414000
528,KANK-A GEL BUCAL 20% SOFTBRUSH,LABORATORIOS RIDER LTDA.,Indirecta,13000,2022,2023,84,508000
551,NOPUCID COMPUESTO SHAMPOO,LABORATORIOS RECALCINE S.A.,Indirecta,13000,2019,2023,98,466000
553,FLAPEX COMPRIMIDOS 40 mg,LABORATORIOS SILESIA S.A.,Indirecta,13000,2020,2024,86,418000
556,SALES DE REHIDRATACIÓN POLVO PARA SOLUCIÓN ORAL,FARMACÉUTICA MED - CELL  LTDA.,Directa,13000,2021,2024,83,348000
656,KITADOL INFANTIL SOLUCIÓN ORAL PARA GOTAS 100 mg/mL,LABORATORIO CHILE S.A.,Directa,13000,2022,2025,92,459000
685,ALGIAFIN COMPRIMIDOS 500 mg,INTERPHARMA S.A.,Directa,13000,2019,2025,86,490000
687,MYLANTA ROLLTABS SABOR CEREZA COMPRIMIDOS MASTICABLES,JOHNSON & JOHNSON PERSONAL CARE CHILE S.A.,Directa,13000,2020,2025,100,510000
703,DON DYNE JABÓN LÍQUIDO 8%,DIVERSEY  INDUSTRIAL Y COMERCIAL CHILE LTDA.,Indirecta,13000,2021,2025,86,487000
704,IBUPROFENO COMPRIMIDOS RECUBIERTOS 200 mg,INTERPHARMA S.A.,Indirecta,13000,2021,2023,98,484000
711,SALES PARA REHIDRATACIÓN 90  POLVO PARA SOLUCIÓN ORAL,OPKO CHILE S.A.,Indirecta,13000,2021,2024,90,506000
734,PARACETAMOL COMPRIMIDOS  500 mg,LABORATORIOS  EUROMED CHILE S.A.,Directa,13000,2020,2023,81,518000
757,"HIDRASAN 90 POLVO PARA SOLUCIÓN ORAL, EN SOBRES",Medical International Laboratories Corporation S.A. (MINTLAB  Co. S.A.),Directa,13000,2020,2025,83,353000
758,FRIXIO CREMA TÓPICA,LABORATORIO CHILE S.A.,Indirecta,13000,2020,2024,80,430000
767,PARACETAMOL SOLUCIÓN ORAL PARA GOTAS 100 mg/mL,LABORATORIOS  EUROMED CHILE S.A.,Directa,13000,2019,2023,87,348000
825,OCULOTECT FLUID SOLUCIÓN OFTÁLMICA 5%,NOVARTIS CHILE S.A.,Directa,13000,2020,2023,99,512000
932,CALCIGRAN CD 145 COMPRIMIDOS MASTICABLES,ITF - LABOMED FARMACÉUTICA LTDA.,Indirecta,13000,2022,2023,82,453000
962,PARACETAMOL COMPRIMIDOS 500 mg,INSTITUTO SANITAS S.A.,Directa,13000,2020,2024,83,347000
967,VASELINA LÍQUIDA MEDICINAL,LABORATORIOS FASA S.A.,Indirecta,13000,2019,2024,98,350000
973,FOILLE UNGÜENTO DÉRMICO,LABORATORIOS RIDER LTDA.,Directa,13000,2022,2025,90,408000
974,KANK - EZE SOLUCIÓN TÓPICA BUCAL,LABORATORIOS RIDER LTDA.,Directa,13000,2019,2025,96,461000
983,ACAMOL SOLUCIÓN ORAL PARA GOTAS PEDIÁTRICAS 10% P/V,LABORATORIOS  EUROMED CHILE S.A.,Indirecta,13000,2021,2025,90,382000
985,ACAMOL ADULTO COMPRIMIDOS 500 mg,LABORATORIOS  EUROMED CHILE S.A.,Directa,13000,2022,2024,86,379000
